Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Dementia	C0497327	NRGN	4900	0.05	Biomarker		BEFREE	"<span class=""gene"" id=""29523639-1-0-11"">Neurogranin</span> in cerebrospinal fluid (CSF) correlates with cognitive decline and is a potential novel biomarker for Alzheimer disease (AD) <span class=""disease"" id=""29523639-1-137-145"">dementia</span>."	29523639.0	2018.0
Dementia	C0497327	TYROBP	7305	0.36	GeneticVariation		BEFREE	"TREM2 and <span class=""gene"" id=""26332043-1-10-16"">TYROBP</span> are causal genes for Nasu-Hakola disease (NHD), a rare autosomal recessive disease characterized by bone lesions and early-onset <span class=""disease"" id=""26332043-1-146-166"">progressive dementia</span>."	26332043.0	2015.0
Dementia	C0497327	PSEN1	5663	0.2	Biomarker		BEFREE	"The <span class=""gene"" id=""22572737-4-4-9"">PSEN1</span> gene and other <span class=""disease"" id=""22572737-4-25-33"">dementia</span>-related gene mutations were screened."	22572737.0	2012.0
Dementia	C0497327	C19orf12	83636	0.12	Biomarker		BEFREE	"<span class=""gene"" id=""31804703-2-0-4"">MPAN</span> is an orphan disease, which presents with spasticity, dystonia, peripheral nerve involvement, and <span class=""disease"" id=""31804703-2-103-111"">dementia</span>."	31804703.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		LHGDN	"The results partially support studies of older adults that suggest that increased cognitive asymmetries reflect risk for <span class=""disease"" id=""18235080-11-121-129"">dementia</span> and are associated with the <span class=""gene"" id=""18235080-11-158-162"">APOE</span>-epsilon 4 genotype."	18235080.0	2008.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Carrying the <span class=""gene"" id=""16367893-13-13-17"">APOE</span> epsilon4 allele was a significant risk factor for earlier appearance of psychosis with a hazard ratio of 3.24 (95% CI 1.62-6.46) while <span class=""disease"" id=""16367893-13-153-161"">dementia</span> by itself did not increase the risk."	16367893.0	2006.0
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"The Q mci-TR is a reliable and useful screening tool for discriminating <span class=""gene"" id=""28423938-8-72-75"">MCI</span> from SMC and <span class=""disease"" id=""28423938-8-89-97"">dementia</span> in a Turkish population."	28423938.0	2017.0
Dementia	C0497327	PSEN1	5663	0.2	GeneticVariation		BEFREE	"Here we report three novel <span class=""gene"" id=""26350633-2-27-32"">PSEN1</span> mutations: Ile238_Lys239insIle, <span class=""variant"" dbSNP=""NA"" genes_norm=""NA"">Ala246Pro</span> and <span class=""variant"" dbSNP=""rs112451138"" genes_norm=""5663"">Ala164Val</span> from patients who manifested in their twenties, forties and seventies, respectively, with variant clinical presentations of <span class=""disease"" id=""26350633-2-213-221"">dementia</span>."	26350633.0	2015.0
Dementia	C0497327	ESR1	2099	0.1	GeneticVariation		BEFREE	"Significant association was found between ESR1 polymorphisms (<span class=""variant"" dbSNP=""rs9340799"" genes_norm=""1038;1109;2099;862"">rs9340799</span> [<span class=""gene"" id=""23567436-6-73-77"">ESR1</span>+351], <span class=""variant"" dbSNP=""rs1801132"" genes_norm=""1038;1109;2099;862"">rs1801132</span> [<span class=""gene"" id=""23567436-6-95-99"">ESR1</span>+975], <span class=""variant"" dbSNP=""rs6557171"" genes_norm=""1038;1109;2099;862"">rs6557171</span>, <span class=""variant"" dbSNP=""rs9397456"" genes_norm=""1038;1109;2099;862"">rs9397456</span>, and <span class=""variant"" dbSNP=""rs1884049"" genes_norm=""1038;1109;2099;862"">rs1884049</span>) and subjects with no <span class=""disease"" id=""23567436-6-164-172"">dementia</span> (Clinical Dementia Rating, CDR 0) and very mild dementia (CDR 0.5)."	23567436.0	2014.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Modification of this association was studied by comparing those with and without evidence of increased AD risk, including possession of <span class=""gene"" id=""18580587-4-136-152"">apolipoprotein E</span> (<span class=""gene"" id=""18580587-4-154-158"">APOE</span>)-epsilon 4 alleles, occurrence of <span class=""disease"" id=""18580587-4-193-201"">dementia</span> before death, and satisfaction of AD neuropathologic criteria at autopsy."	18580587.0	2008.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Decreases in NAA/Cr correlate well with cognitive function, behavioral symptoms, and <span class=""disease"" id=""26402110-8-85-93"">dementia</span> severity; thus, since the progression of AD starts decades before clinical diagnosis, our findings support the hypothesis that under chronic exposures to fine particulate matter and ozone above the standards, neurodegenerative processes start in childhood and <span class=""gene"" id=""26402110-8-354-361"">APOE ɛ4</span> carriers are at higher risk."	26402110.0	2015.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Family history subgroup participants closer to <span class=""disease"" id=""28365321-6-47-55"">dementia</span> onset had lower scores on visual working memory (P = .05), whereas those with an <span class=""gene"" id=""28365321-6-137-141"">APOE</span> ε4 allele performed better on form perception (P = .005)."	28365321.0	2017.0
Dementia	C0497327	INPP5K	51763	0.01	Biomarker		BEFREE	"Using the British Present Psychiatric State-learning Disabilities assessment (<span class=""gene"" id=""29971948-3-78-81"">PPS</span>-LD) questionnaire the <span class=""disease"" id=""29971948-3-104-112"">dementia</span> signs were screened in 62, 22 and 44 individuals (&gt; 35 year of age) with Down (DS, OMIM number 190685), Williams (WS, OMIM number, 194050), and Fragile X syndrome (FXS, OMIM number 309550), respectively."	29971948.0	2018.0
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"Only the short variant by Roalf et al was comparable to the original MoCA in identifying <span class=""gene"" id=""30910550-14-89-92"">MCI</span> or <span class=""disease"" id=""30910550-14-96-104"">dementia</span> even across education subgroups."	30910550.0	2019.0
Dementia	C0497327	GRN	2896	0.5	Biomarker		BEFREE	"This case confirms <span class=""gene"" id=""19683260-10-19-30"">progranulin</span> plasma levels as a reliable biomarker to identify <span class=""gene"" id=""19683260-10-81-84"">GRN</span> deletion carriers and discriminate between FTLD and other <span class=""disease"" id=""19683260-10-143-152"">dementias</span> which may mimic it."	19683260.0	2009.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Carrying the <span class=""gene"" id=""28657841-6-13-17"">ApoE</span> e4 allele seems to increase <span class=""disease"" id=""28657841-6-46-54"">dementia</span> risk by 4.32 fold (p = 0.001)."	28657841.0	2018.0
Dementia	C0497327	ERVK-32	110006328	0.02	AlteredExpression		BEFREE	"In human immunodeficiency virus (HIV)-infected individuals, the level of the HIV <span class=""gene"" id=""10747981-1-81-97"">envelope protein</span> gp41 in brain tissue is correlated with neurological damage and <span class=""disease"" id=""10747981-1-162-170"">dementia</span>."	10747981.0	2000.0
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"The <span class=""gene"" id=""31261796-3-4-7"">MCI</span> diagnosis was based on medical evaluations through a clinical interview conducted by a <span class=""disease"" id=""31261796-3-95-103"">dementia</span> specialist."	31261796.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Findings indicate that the presence of the <span class=""gene"" id=""19470200-13-43-47"">APOE</span> epsilon4+ genotype increases the risk for BSD in NH residents with <span class=""disease"" id=""19470200-13-115-123"">dementia</span>."	19470200.0	2009.0
Dementia	C0497327	HHEX	3087	0.01	Biomarker		BEFREE	"There was a significant interaction between <span class=""gene"" id=""26173052-9-44-48"">HHEX</span>_23-AA and diabetes on <span class=""disease"" id=""26173052-9-71-79"">dementia</span> (HR 4.79, 95% CI 1.63-8.90, p = 0.013) and AD (HR 3.55, 95% CI 1.45-9.91, p = 0.025) compared to the GG genotype without diabetes."	26173052.0	2015.0
Dementia	C0497327	SNCA	6622	0.2	Biomarker		BEFREE	"Missense mutations in the alpha-synuclein gene cause familial Parkinson's disease (PD), and <span class=""gene"" id=""9811326-1-92-107"">alpha-synuclein</span> is a major component of Lewy bodies (LBs) in sporadic PD, <span class=""disease"" id=""9811326-1-166-174"">dementia</span> with LBs (DLB), and the LB variant of Alzheimer's disease (AD)."	9811326.0	1998.0
Dementia	C0497327	GAPDH	2597	0.01	AlteredExpression		BEFREE	"Furthermore, anti-<span class=""disease"" id=""15094325-8-18-26"">dementia</span> drugs (such as Cognex and Aricept) markedly depress the expression of this pro-apoptotic <span class=""gene"" id=""15094325-8-116-121"">GAPDH</span> promoter activity."	15094325.0	2004.0
Dementia	C0497327	EDN1	1906	0.01	GeneticVariation		BEFREE	"We explored the longitudinal association of midregional pro-atrial natriuretic peptide (MR-proANP), C-terminal <span class=""gene"" id=""28407377-3-111-123"">endothelin-1</span> (<span class=""gene"" id=""28407377-3-125-135"">CT-proET-1</span>) and midregional proadrenomedullin (MR-proADM) with <span class=""disease"" id=""28407377-3-188-196"">dementia</span> and subtypes amongst community-dwelling older adults."	28407377.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Coffee drinkers at midlife had lower risk of <span class=""disease"" id=""19158424-7-45-53"">dementia</span> and AD later in life compared with those drinking no or only little coffee adjusted for demographic, lifestyle and vascular factors, <span class=""gene"" id=""19158424-7-187-203"">apolipoprotein E</span> epsilon4 allele and depressive symptoms."	19158424.0	2009.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"From participants in a nationwide, multicenter, hospital-based cohort study of <span class=""disease"" id=""23146133-2-79-87"">dementia</span> by the Clinical Research Center for <span class=""disease"" id=""23146133-2-124-132"">Dementia</span> of South Korea (November 2005 to December 2011), data for 5,077 elderly subjects (mean [SD] age = 71.37 [8.40] years) who had available data for <span class=""gene"" id=""23146133-2-278-282"">APOE</span> genotype and WMH severity were studied retrospectively."	23146133.0	2012.0
Dementia	C0497327	CSF3	1440	0.01	Biomarker		BEFREE	"Of the neurotrophic factors, <span class=""gene"" id=""27630018-9-29-66"">granulocyte-colony stimulating factor</span> (<span class=""gene"" id=""27630018-9-68-73"">G-CSF</span>) may be particularly effective for preventing the emergence of long-term complications of TBI, including <span class=""disease"" id=""27630018-9-179-187"">dementia</span>, because of its ability to reduce apoptosis, stimulate neurogenesis, and increase neuroplasticity."	27630018.0	2017.0
Dementia	C0497327	APP	351	0.7	GeneticVariation		BEFREE	"We report a mutation at a novel site in <span class=""gene"" id=""11409420-2-40-43"">APP</span> in a three-generation Iowa family with autosomal dominant <span class=""disease"" id=""11409420-2-102-110"">dementia</span> beginning in the sixth or seventh decade of life."	11409420.0	2001.0
Dementia	C0497327	CRP	1401	0.1	AlteredExpression		LHGDN	"Low plasma levels of Abeta40, Abeta42, and high-sensitivity <span class=""gene"" id=""18541797-6-60-78"">C-reactive protein</span> were associated with a significantly more rapid cognitive decline, as indexed using the Blessed <span class=""disease"" id=""18541797-6-175-183"">Dementia</span> Scale, than were high levels."	18541797.0	2008.0
Dementia	C0497327	SOD1	6647	0.1	GeneticVariation		BEFREE	"&lt;b&gt;Methods:&lt;/b&gt; Seven patients with Kii ALS/PDC (3 males and 4 females, average age 70.7 years, 3 with ALS, 2 with <span class=""gene"" id=""29403345-3-115-118"">ALS</span> with <span class=""disease"" id=""29403345-3-124-132"">dementia</span>, and 2 with PDC) were analyzed in this study."	29403345.0	2017.0
Dementia	C0497327	LAMC2	3918	0.1	Biomarker		BEFREE	"Prognostic models were developed by Cox regression with patient characteristics, MRI, and/or <span class=""gene"" id=""30987684-5-93-96"">CSF</span> biomarkers to predict clinical progression to MCI or <span class=""disease"" id=""30987684-5-150-158"">dementia</span>."	30987684.0	2019.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"The results support the reduction in association of <span class=""gene"" id=""24731780-7-52-56"">APOE</span>-e4 with <span class=""disease"" id=""24731780-7-65-73"">dementia</span> in extreme old age, consistent with a survivor effect model for successful cognitive aging."	24731780.0	2014.0
Dementia	C0497327	APP	351	0.7	AlteredExpression		BEFREE	"Since phosphorylation/dephosphorylation mechanisms are crucial in the regulation of Tau and <span class=""gene"" id=""15312913-7-92-100"">beta-APP</span>, a superfamily of mitogen-activated protein kinases (MAPKs) has recently emerged as key regulators of the formation of plagues, eventually leading to <span class=""disease"" id=""15312913-7-251-259"">dementia</span> and AD."	15312913.0	2004.0
Dementia	C0497327	F2RL1	2150	0.01	AlteredExpression		LHGDN	"The inflammatory cytokines TNF-alpha and IL-1beta were also increased in HIV-1-associated <span class=""disease"" id=""15905579-3-90-98"">dementia</span> brains compared with patients without <span class=""disease"" id=""15905579-3-137-145"">dementia</span> (p &lt; 0.05), but these same cytokines induced <span class=""gene"" id=""15905579-3-191-196"">PAR-2</span> expression on neurons."	15905579.0	2005.0
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"Depression and SCD demonstrated independent risks of <span class=""gene"" id=""31399132-10-53-56"">MCI</span>/<span class=""disease"" id=""31399132-10-57-65"">dementia</span> (HR 1.4 and 2.0 respectively)."	31399132.0	2019.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"To examine the trajectories of cognitive performance, gray matter volume (GMV), and cerebrospinal fluid (CSF) biomarkers, together with the influence of <span class=""gene"" id=""25524955-2-153-169"">apolipoprotein E</span> (<span class=""gene"" id=""25524955-2-171-175"">APOE</span>) in subjects with amyloid-β (Aβ) deposits across the pre-clinical to <span class=""disease"" id=""25524955-2-245-253"">dementia</span> stages of AD."	25524955.0	2015.0
Dementia	C0497327	APOE	348	0.2	AlteredExpression		BEFREE	"The co-presence of <span class=""gene"" id=""23883793-9-19-23"">APOE</span> ε4 with low physical activity was associated with higher risk for <span class=""disease"" id=""23883793-9-90-98"">dementia</span> and AD and shorter <span class=""disease"" id=""23883793-9-118-126"">dementia</span>- and AD-free survival time than the presence of <span class=""gene"" id=""23883793-9-175-179"">APOE</span> ε4 or low physical activity alone."	23883793.0	2014.0
Dementia	C0497327	PINK1	65018	0.15	Biomarker		BEFREE	"BLBD: brainstem predominant Lewy body disease; CCCP: carbonyl cyanide m-chlorophenyl hydrazone; DLB: dementia with Lewy bodies; DLBD: diffuse neocortical Lewy body disease; EOPD: early-onset Parkinson disease; GVB: granulovacuolar degeneration body; LB: Lewy body; LBD: Lewy body disease; mitoQC: mitochondrial quality control; nbM: nucleus basalis of Meynert; PD: Parkinson disease; PDD: Parkinson disease with <span class=""disease"" id=""29947276-1-412-420"">dementia</span>; p-S65-Ub: <span class=""gene"" id=""29947276-1-432-437"">PINK1</span>-phosphorylated serine 65 ubiquitin; SN: substantia nigra; TLBD: transitional Lewy body disease; Ub: ubiquitin."	29947276.0	2018.0
Dementia	C0497327	TIMM8A	1678	0.1	Biomarker		HPO			
Dementia	C0497327	BDNF	627	0.1	AlteredExpression		BEFREE	"Availability of social support appears to be associated with increased <span class=""gene"" id=""29067329-8-71-75"">BDNF</span> levels and, in certain subsets, reduce risk of subsequent <span class=""disease"" id=""29067329-8-134-142"">dementia</span> and stroke, thus warranting study of these pathways to understand their role in neuroprotection."	29067329.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"This study examined whether <span class=""gene"" id=""23567378-4-28-32"">APOE</span> genotype was associated with either initial performance or change in performance on a range of cognitive and noncognitive tasks, after accounting for possible preclinical <span class=""disease"" id=""23567378-4-204-212"">dementia</span>."	23567378.0	2013.0
Dementia	C0497327	HTR6	3362	0.03	GeneticVariation		BEFREE	"In order to identify gene variants related to the serotonergic neurotransmitter system that possibly represent a hereditary risk factor for sporadic Alzheimer's disease (AD), patients suffering from AD and non-demented psychiatric inpatients without symptoms of <span class=""disease"" id=""11725820-1-262-270"">dementia</span> were genotyped for polymorphisms of <span class=""gene"" id=""11725820-1-307-311"">HTR6</span> (<span class=""variant"" dbSNP=""rs1805054"" genes_norm=""3362"">267C/T</span>) and HTR2A (<span class=""variant"" dbSNP=""NA"" genes_norm=""NA"">-1438G/A</span>)."	11725820.0	2001.0
Dementia	C0497327	ICAM1	3383	0.03	AlteredExpression		BEFREE	"Finally, higher levels of CSF YKL-40, <span class=""gene"" id=""30054439-10-38-44"">ICAM-1</span>, and Flt-1 increased risk of development of AD dementia in patients without <span class=""disease"" id=""30054439-10-121-129"">dementia</span>."	30054439.0	2018.0
Dementia	C0497327	ERVW-1	30816	0.02	GeneticVariation		BEFREE	"These findings suggest that the macrophage-tropic HIV <span class=""gene"" id=""17015824-7-54-57"">Env</span> variant N283 is associated with brain infection and <span class=""disease"" id=""17015824-7-110-118"">dementia</span> in vivo, representing an example of a HIV variant associated with a specific AIDS-related complication."	17015824.0	2006.0
Dementia	C0497327	PRNP	5621	0.5	GeneticVariation		BEFREE	"Gerstmann-Sträussler-Scheinker syndrome caused by the <span class=""variant"" dbSNP=""rs74315401;s74315401;rs773819452"" genes_norm=""11319;5621"">P102L</span> mutation in the prion protein gene (<span class=""gene"" id=""28131204-1-96-102"">GSS102</span>) is usually characterized by the onset of slowly progressive cerebellar ataxia, with <span class=""disease"" id=""28131204-1-188-196"">dementia</span> occurring much later."	28131204.0	2017.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"<span class=""gene"" id=""26923016-8-0-5"">APOE4</span> is significantly associated with <span class=""disease"" id=""26923016-8-39-47"">dementia</span> and CIND due to AD pathology, but not with VCI."	26923016.0	2016.0
Dementia	C0497327	SMUG1	23583	0.1	Biomarker		BEFREE	"Both 18F-<span class=""gene"" id=""31322568-7-9-12"">FDG</span> and 18F-florbetapir could successfully detect subjects with <span class=""disease"" id=""31322568-7-73-81"">dementia</span> (p &lt; 0.001)."	31322568.0	2019.0
Dementia	C0497327	C19orf12	83636	0.12	Biomarker		HPO			
Dementia	C0497327	CRP	1401	0.1	AlteredExpression		BEFREE	"<span class=""gene"" id=""29016447-10-0-18"">C-reactive protein</span> levels were increased, particularly in Parkinson disease <span class=""disease"" id=""29016447-10-76-84"">dementia</span>."	29016447.0	2018.0
Dementia	C0497327	PSEN2	5664	0.5	GeneticVariation		BEFREE	"The index case with the <span class=""gene"" id=""9450781-3-24-36"">presenilin-2</span> mutation had late-onset <span class=""disease"" id=""9450781-3-61-69"">dementia</span> at age 73 years, died of an acute intracerebral hemorrhage, and pathologically showed severe amyloid angiopathy but only rare neuritic senile plaques and neurofibrillary tangles."	9450781.0	1998.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Healthy lifestyle changes may be beneficial for cognition in older at-risk individuals even in the presence of <span class=""gene"" id=""29356827-17-111-115"">APOE</span>-related genetic susceptibility to <span class=""disease"" id=""29356827-17-150-158"">dementia</span>."	29356827.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Here we report the relation of several neuropsychological test parameters and the diagnosis of <span class=""disease"" id=""9121715-2-95-103"">dementia</span> to the <span class=""gene"" id=""9121715-2-111-127"">apolipoprotein E</span> polymorphism in an epidemiological sample of 477 subjects aged 70-103 years."	9121715.0	1997.0
Dementia	C0497327	ST13	6767	0.01	Biomarker		BEFREE	"After adjusting for the risk of dying, amyloid deposition and WMLs were stronger predictors of <span class=""disease"" id=""29695596-11-95-103"">dementia</span> than <span class=""gene"" id=""29695596-11-109-112"">HIP</span> volume."	29695596.0	2018.0
Dementia	C0497327	COL4A1	1282	0.31	GeneticVariation		BEFREE	"Because heritable autosomal dominant mutations of NLRP3, APP, TREX1, NOTCH3, and <span class=""gene"" id=""26527064-4-81-87"">Col4A1</span> are known to provoke inflammatory reactions and damage the brain in a wide variety of diseases, I propose that one or more low abundant, gain-of-function somatic mutations of the same 5 gene families damage the microvasculature of the brain that leads to <span class=""disease"" id=""26527064-4-343-351"">dementia</span>."	26527064.0	2016.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		LHGDN	Apolipoprotein E epsilon4 allele increases risk for psychotic symptoms in Alzheimer's disease.	16841077.0	2007.0
Dementia	C0497327	SOD1	6647	0.1	GeneticVariation		BEFREE	"Therefore, the activation of the NF-κB pathway may be related to the pathology of GVD formation and <span class=""disease"" id=""30946927-10-100-108"">dementia</span> with tauopathy, including AD and <span class=""gene"" id=""30946927-10-142-145"">ALS</span>-OPTN."	30946927.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"A 92-year-old woman without <span class=""disease"" id=""17698712-4-28-36"">dementia</span> with the <span class=""gene"" id=""17698712-4-46-50"">APOE</span> epsilon2/epsilon2 genotype who lived independently without significant cognitive or functional loss and was a participant in The 90+ Study."	17698712.0	2007.0
Dementia	C0497327	GRN	2896	0.5	Biomarker		BEFREE	"Due to the functions of <span class=""gene"" id=""17168647-13-24-28"">PGRN</span> in neuronal survival and the clinicopathological overlaps between FTD and other <span class=""disease"" id=""17168647-13-109-118"">dementias</span> it is likely that reduced <span class=""gene"" id=""17168647-13-145-149"">PGRN</span> expression is associated with the progression of other neurodegenerative brain diseases including Alzheimer's disease."	17168647.0	2006.0
Dementia	C0497327	SLC6A4	6532	0.05	GeneticVariation		BEFREE	"The aim of this study was to investigate the association of a serotonin transporter gene-linked polymorphic region (<span class=""gene"" id=""15000807-3-116-124"">5-HTTLPR</span>) and the 5-HT2A receptor <span class=""variant"" dbSNP=""rs6313"" genes_norm=""3356"">T102C</span> polymorphism with the risk of developing <span class=""disease"" id=""15000807-3-197-205"">dementia</span> and/or psychotic symptoms in a group of sporadic AD patients from Italy."	15000807.0	2003.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Because the apolipoprotein epsilon4 (<span class=""gene"" id=""14609807-1-37-41"">APOE</span>-epsilon4) allele or depressive symptoms may increase the risk for development of Alzheimer disease (AD), the authors assessed <span class=""gene"" id=""14609807-1-168-172"">APOE</span>-epsilon4 status, baseline level of depressive symptoms, and subsequent cognitive decline in middle-aged and older persons without <span class=""disease"" id=""14609807-1-303-311"">dementia</span>."	14609807.0	2004.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"AD pathology mediated the effects of age and <span class=""gene"" id=""26444761-7-45-49"">APOE</span> genotype on <span class=""disease"" id=""26444761-7-62-70"">dementia</span> severity."	26444761.0	2016.0
Dementia	C0497327	GRN	2896	0.5	Biomarker		BEFREE	"Once a cure for <span class=""gene"" id=""20387302-5-16-19"">GRN</span>-related neurodegeneration becomes available, this biomarker will be an important tool in the effort to personalize treatment of <span class=""disease"" id=""20387302-5-148-156"">dementia</span>."	20387302.0	2010.0
Dementia	C0497327	PRNP	5621	0.5	Biomarker		BEFREE	"A growing list of phenotypes associated with <span class=""gene"" id=""29803646-5-45-58"">prion protein</span> loss are coincident with symptoms of neurodegenerative disease and <span class=""disease"" id=""29803646-5-126-134"">dementia</span>, though it remains contentious whether any such disruption of <span class=""gene"" id=""29803646-5-197-210"">prion protein</span> function contributes to disease aetiology."	29803646.0	2018.0
Dementia	C0497327	HLA-C	3107	0.01	GeneticVariation		BEFREE	"Also a significant difference was observed in the occurrence of <span class=""gene"" id=""3718071-3-64-70"">HLA Cw</span> 3 between patients with <span class=""disease"" id=""3718071-3-95-103"">dementia</span> and controls."	3718071.0	1986.0
Dementia	C0497327	GBA2	57704	0.1	Biomarker		HPO			
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"<span class=""gene"" id=""17597169-6-0-16"">Apolipoprotein E</span> genotype was <span class=""negexp"">not associated with education and did not account for the relationship</span> between education and <span class=""disease"" id=""17597169-6-123-131"">dementia</span>."	17597169.0	2007.0
Dementia	C0497327	SNCA	6622	0.2	GeneticVariation		BEFREE	"We retrospectively analysed myocardial MIBG images acquired with a dual-head gamma camera and low-energy high-resolution collimator (LEHR) in 194 patients with suspected synucleinopathy or atypical parkinsonism, including 34 with genetic Parkinson's disease (PD; 4 <span class=""gene"" id=""30324423-2-265-270"">PARK1</span>, 8 PARK2 and 22 PARK8), 85 with idiopathic PD (iPD), 6 with idiopathic REM sleep behaviour disorder (iRBD), 17 with <span class=""disease"" id=""30324423-2-387-395"">dementia</span> with LB (DLB), 40 with multiple system atrophy (MSA) and 12 with progressive supranuclear palsy (PSP), and in 45 healthy controls."	30324423.0	2019.0
Dementia	C0497327	SMUG1	23583	0.1	Biomarker		BEFREE	"Assessing <span class=""gene"" id=""29713763-0-10-13"">FDG</span>-PET diagnostic accuracy studies to develop recommendations for clinical use in <span class=""disease"" id=""29713763-0-93-101"">dementia</span>."	29713763.0	2018.0
Dementia	C0497327	GBA	2629	0.16	SusceptibilityMutation		CLINVAR			
Dementia	C0497327	NUP214	8021	0.01	Biomarker		BEFREE	"The image datasets, denoted as <span class=""gene"" id=""31472262-10-31-35"">CAIN</span> and ADNI for vascular and <span class=""disease"" id=""31472262-10-62-70"">dementia</span> disease, respectively, represent a diverse collection of MC data to test the generalization capabilities of the proposed design."	31472262.0	2020.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"In addition, higher age (hazard ratio 1.1 [95% confidence interval 1.1-1.1]), lower Mini-Mental State Examination (0.7 [0.66-0.8]), and <span class=""gene"" id=""30555032-6-136-152"">apolipoprotein E</span> ε4 (1.8 [1.3-2.5]) increased the risk of <span class=""disease"" id=""30555032-6-194-202"">dementia</span>."	30555032.0	2019.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"To examine the independent and combined effects of depression and <span class=""gene"" id=""18678795-4-66-70"">APOE</span> epsilon4 on the risk of <span class=""disease"" id=""18678795-4-95-103"">dementia</span> and its subtypes."	18678795.0	2008.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"The <span class=""gene"" id=""17430245-6-4-9"">ApoE4</span> allele may increase HIV-associated <span class=""disease"" id=""17430245-6-45-53"">dementia</span>, in addition to its well-known effect on accelerating the onset age of AD."	17430245.0	2007.0
Dementia	C0497327	GNE	10020	0.01	Biomarker		LHGDN	Clinical delineation and localization to chromosome 9p13.3-p12 of a unique dominant disorder in four families: hereditary inclusion body myopathy, Paget disease of bone, and frontotemporal dementia.	11749051.0	2001.0
Dementia	C0497327	HSD11B1	3290	0.02	Biomarker		BEFREE	"Small molecule inhibitors have been developed to target <span class=""gene"" id=""29248595-2-56-64"">11β-HSD1</span> for the treatment of <span class=""disease"" id=""29248595-2-86-94"">dementia</span>; these must enter brain subregions, such as the hippocampus, to be effective."	29248595.0	2018.0
Dementia	C0497327	DBN1	1627	0.02	AlteredExpression		BEFREE	"Given that a decrease in <span class=""gene"" id=""28198431-5-25-28"">DBN</span> levels is correlated with cognitive deficits associated with ageing and <span class=""disease"" id=""28198431-5-101-109"">dementia</span>, it was hypothesised that DBN protein abundance instructs the integrity and function of synapses."	28198431.0	2017.0
Dementia	C0497327	DCTN1	1639	0.11	Biomarker		HPO			
Dementia	C0497327	CRTAP	10491	0.01	Biomarker		BEFREE	"The aim of this study was to evaluate the <span class=""gene"" id=""29356567-4-42-46"">CASP</span>-19's psychometric properties in older adults with <span class=""disease"" id=""29356567-4-97-105"">dementia</span>."	29356567.0	2019.0
Dementia	C0497327	FAM72A	729533	0.01	Biomarker		BEFREE	"We also characterised the effects of hippocampal CA1 injection of <span class=""gene"" id=""30390010-4-66-69"">p17</span> on epidermal growth factor receptor-1 (EGFR1) expression linked to our murine model of <span class=""disease"" id=""30390010-4-157-165"">dementia</span>. <span class=""gene"" id=""30390010-4-167-170"">p17</span> strongly induced angiogenesis of HbMEC (migration, tube formation and spheroid growth). <span class=""gene"" id=""30390010-4-259-262"">p17</span> concomitantly increased phosphorylation of EGFR1 as well as down-stream intermediates ERK1/2, FAK, PLC-γ and PKC-β whilst an inhibitor peptide of EGFR, blocked cell signalling and angiogenesis."	30390010.0	2019.0
Dementia	C0497327	MAPT	4137	0.5	Biomarker		CTD_human	Applying epigenetics to Alzheimer's disease via the latent early-life associated regulation (LEARn) model.	22300406.0	2012.0
Dementia	C0497327	NECTIN2	5819	0.1	GeneticVariation		GWASCAT	Genome-wide association meta-analysis of neuropathologic features of Alzheimer's disease and related dementias.	25188341.0	2014.0
Dementia	C0497327	A2M	2	0.1	Biomarker		HPO			
